Key,Type,Desc,Українська
room_info_bedroom_single,Text,,"Рідкісний приватний простір. Притулок для відпочинку на самоті, щоб мріяти та прокидатися в мирі."
room_info_chapel_christian,Text,,"Аскетичне, але красиве місце для молитви. Тут поселенець може просити милосердя у творця, дякувати за добрий урожай або роздумувати над вічністю."
room_info_chapel_pagan,Text,,"Священне місце, просто прикрашене дарами Матері Землі. Місце для єднання з природою, щоб слухати святе у всьому."
room_info_content,Text,,"Зміст кімнати"
room_info_default,Text,,"Запасна кімната, поки що порожня. Можливо, з часом її призначення стане очевидним."
room_info_floor_isolation,Text,,"Ізоляція підлоги"
room_info_great_hall,Text,,"Місце для оповідань і музики протягом довгих ночей, для бенкетів або змов. Тут поселенці збираються для трапези."
room_info_heating,Text,,"Опалення"
room_info_imp,Text,,"Враження від кімнати залежить від її просторості, багатства і краси."
room_info_kitchen,Text,,"Ножі блищать у світлі гарячої плити. Кухня — серце будь-якого дому, де їжу готують з любов'ю. Тут їжу готують швидше, ніж будь-де."
room_info_library,Text,,"Особлива тиша панує у цій кімнаті серед полиць із шкіряними томами. Єдиний звук — це скрип пера по пергаменту, коли вчені записують свої знання."
room_info_medical,Text,,"Місце, де страждання постійне, а смерть близька. Лікарня є прихистком для зцілення, відпочинку і молитви."
room_info_prison_cell,Text,,"Притулок для гостей, позбавлених волі. Міцні замки — необхідність."
room_info_roof_isolation,Text,,"Ізоляція даху"
room_info_temperature,Text,,"Температура в кімнаті"
room_info_total_isolation,Text,,"Загальна ізоляція"
room_info_type,Text,,"Тип кімнати:"
room_info_wall_isolation,Text,,"Ізоляція стін"
room_info_workshop,Text,,"Кожен майстер мріє мати майстерню, де може вдосконалювати свою майстерність та створювати найкращі роботи. Тут робочі станції розкривають свій повний потенціал."
room_kitchen_any_stove,Text,,"Плита"
room_kitchen_cant_have_buildings,Text,,"Інші робочі станції, святині або ліжка."
room_library_cant_have_buildings,Text,,"Інші робочі станції або святині."
room_minimum_area,Text,,"Мінімальна площа"
room_must_have,Text,,"Має містити"
room_new,Text,,"Створено кімнату"
room_speed_multiplier_bonus,Text,,"Швидкість виробництва за типом кімнати"
room_type_bedroom_individual,Text,,"Покої <name>"
room_type_bedroom_shared,Text,,"Спільні покої"
room_type_bedroom_single,Text,,"Покої"
room_type_chapel_christian,Text,,"Церква Відродження"
room_type_chapel_pagan,Text,,"Св'ятилище Братства Дуба"
room_type_default,Text,,"Запасна кімната"
room_type_great_hall,Text,,"Велика зала"
room_type_kitchen,Text,,"Кухня"
room_type_library,Text,,"Бібліотека"
room_type_medical,Text,,"Лікарня"
room_type_not_found_legend,Text,,"Кімнати цього типу не знайдено: {type}"
room_type_prison_cell,Text,,"Тюремна камера"
room_type_workshop,Text,,"Майстерня"
room_types_legend,Text,,"Легенда типів кімнат"
runaway_faction_wont_trade_tooltip,Text,,"Ця фракція хоче тільки <name> і більше нічого."
running_away,Text,,"Втікає"
save_failed,Text,,"Помилка збереження"
save_failed_directory,Text,,"Не вдалося створити каталог для збереження. Спробуйте назвати своє поселення лише англійськими символами. Якщо проблема зберігається, зверніться до нас за адресою support@foxyvoxel.io"
save_file_already_exists,Text,,"Файл із таким ім’ям уже існує"
save_group_presets_failed,Text,,"Не вдалося зберегти пресет"
save_in_progress,Text,,"Збереження..."
save_load_fail,Text,,"Збереження, створене у версії гри <save_modified_version>, не буде працювати у версії <valid_save_version> і вище. Щоб скористатися новими функціями гри, розпочніть нове поселення. Також можна повернутися до попередньої версії у лаунчері, щоб продовжити гру із цим збереженням."
save_made_with_old_version,Text,,"Це збереження створене в старішій версії гри."
save_migration_button,Text,,"Міграція файлу збереження"
save_migration_error,Text,,"Це збереження створене у попередній версії Going Medieval. Через перебудовану систему збережень цей файл <style=AltColor>більше не є дійсним</style> для поточного оновлення, але цю проблему можна вирішити. Щоб перенести збереження і продовжити гру, виконайте такі дії:\n\n1. Перейдіть на <style=AltColor>міграційну версію</style> на Steam/GOG/EGS.\n2. Натисніть “Міграція” у головному меню.\n3. Виберіть файл збереження, який хочете перенести.\n4. Перейдіть назад до <style=AltColor>звичайної версії.</style>\n5. Насолоджуйтесь грою!\n\nБільш детальну інформацію можна знайти за цим посиланням: ""<link=""web_migration_link""><style=LinkWorker>Посилання</style></link>” .\nТакож є відео з покроковою інструкцією: ""<link=""web_migration_video_link""><style=LinkWorker>Посилання</style></link>”"
save_migration_failed,Text,,"<style=DefaultRed>Помилка міграції збереження</style>"
save_migration_message,Text,,"Гра переносить ваше поселення, щоб забезпечити сумісність з останньою версією <style=AltColor>(0.18 і вище)</style>."
save_migration_message2,Text,,"Виберіть <style=AltColor>“Міграція”</style> і оберіть збереження, яке хочете перенести на нову систему збережень."
save_migration_successful,Text,,"<style=DefaultGreen>Міграція збереження успішна</style>"
save_preset,Text,,"Зберегти як пресет"
save_terrain_missing,Text,,"Помилка завантаження ландшафту"
scenario_condition_Animals,Text,,"Початкові тварини"
scenario_condition_Equipment,Text,,"Обладнання"
scenario_condition_Resources,Text,,"Ресурси"
scenario_condition_StructurePiles,Text,,"Будівельні набори"
scenario_condition_Technology,Text,,"Предмети для досліджень"
scenario_condition_VillagerClothes,Text,,"Одяг поселенців"
scenario_condition_VillagerConstraints,Text,,"Обмеження поселенців"
scenario_condition_VillagerPerks,Text,,"Переваги поселенців"
scenario_condition_VillagerStats,Text,,"Статистика поселенців"
scenario_default_1_info,Text,,"Кожен поселенець має свою історію з минулого, яку залишив далеко позаду. Але тепер ця розрізнена група має спільну мету: побудувати новий дім разом.\n\n- Рекомендований сценарій для новачків."
scenario_default_1_narrative,Text,,"Чума спустошила Британські острови, залишивши за собою слід руйнувань. Незліченна кількість людей передчасно померла. Ті, що залишилися, були пограбовані до краю та жорстоко покалічені побаченим жахіттям. Нічого не буде таким, як раніше.\n\n<season_description> року <year>, <all_villagers> вирушили в пустелю, щоб отримати частку землі як свою власність, відповідно до закону та Божої волі. Тут вони можуть закласти основу для якогось майбутнього. Можливо, за цим прийде надія."
scenario_default_1_title,Text,,"Нове життя"
scenario_default_2_info,Text,,"Цей поселенець починає сам, з мінімальними ресурсами в суворих умовах."
scenario_default_2_narrative,Text,,"Крізь завірюху повертається остання мисливська партія року. Один учасник зник безвісти, ймовірно, загинув. Далеко від цивілізації, <random_villager> залишається сам на сам. [Він/Вона] зціплює зуби і вирішує побудувати дім у дикій природі, щоб сховатися від лютих морозів. Єдиний звук — це далекий поклик вовків."
scenario_default_2_title,Text,,"Одинокий вовк"
scenario_edit_add_contition,Text,,"Додати умови"
scenario_edit_clothes_info,Text,,"Набір випадково підібраного одягу, який поселенці одягають на початку гри."
scenario_edit_clothes_title,Text,,"Одяг за замовчуванням"
scenario_edit_description_info,Text,,"Короткий опис вашого сценарію. Він з’явиться на екрані вибору сценарію."
scenario_edit_description_title,Text,,"Короткий опис"
scenario_edit_gender_key,Text,,"Визначте відсоток маскулінного/фемінного типу тіла у вашій стартовій групі поселенців.\n0 - усі маскулінні,\n100 - усі фемінні"
scenario_edit_gender_title,Text,,"Примусова форма тіла"
scenario_edit_name_info,Text,,"Введіть назву створюваного сценарію."
scenario_edit_name_title,Text,,"Назва сценарію"
scenario_edit_narrative_info,Text,,"Початкова розповідь з’явиться в історичних записах та на екрані завантаження. Ви можете використовувати спеціальні елементи, такі як:\n<village_name> вставить назву вашого поселення в текст\n<year> вставить початковий рік у ваш текст\n<all_villagers> вставить усі імена поселенців у форматі: ""Іван, Джек і Мері"""
scenario_edit_narrative_title,Text,,"Початкова розповідь"
scenario_edit_religion_key,Text,,"Визначте відсоток Християн/Язичників у вашій стартовій групі поселенців.\n0 - усі Християни,\n100 - усі Язичники"
scenario_edit_religion_title,Text,,"Примусова релігія"
scenario_game_difficulty,Text,,"Складність"
scenario_game_mode,Text,,"Режим гри"
scenario_map_size,Text,,"Розмір карти"
scenario_map_type,Text,,"Тип карти"
scenario_starting_villagers,Text,,"Поселенці"
scenario_title,Text,,"Сценарій"
scourge_center,Text,,"Повсюди, Ніде"
scourge_info,Text,,"Дехто каже, що це - жертви чуми, що повернулися до життя. Їхні обличчя завжди закриті. І оскільки їхні тіла згорають і перетворюються на попіл, завжди залишається тривожне питання, ким або чим вони є. Їхню присутність вважають прокляттям, коли молоко скисає або зникає дитина вночі. Звірі знаходяться жорстоко вбитими, але не з’їденими. Урожай спалюється, предмети розбиті. Вони існують лише для того, щоб вселяти жах, і їхнє ім’я, яке рідко вимовляється, - це Кара."
scourge_name,Text,,"Кара"
scratched_arm_name,Text,,"Подряпана рука"
scratched_chest_name,Text,,"Подряпана грудна клітка"
scratched_face_name,Text,,"Подряпане обличчя"
scratched_forearm_name,Text,,"Подряпане передпліччя"
scratched_hand_name,Text,,"Подряпана рука"
scratched_leg_name,Text,,"Подряпана нога"
scratched_neck_name,Text,,"Подряпана шия"
screen_settings_description,Text,,"Ви хочете зберегти ці налаштування?"
select_all_tooltip,Text,,"Відзначити/Очистити все"
select_crop,Text,,"Вибрати культуру"
select_variant,Text,,"Вибрати варіант"
selected_worker_is_crazy,Text,,"Обраний поселенець став бунтівним і не буде виконувати накази"
self_tend_must_be_enabled,Text,,"Опція самодопомоги повинна бути увімкнена в панелі управління, щоб поселенець міг нею користуватися."
settled_together_pattern,Text,,"<agent_name> прибув у <village_name>"
settler_is_rebellious,Text,,"Обраний поселенець став бунтівним і не буде виконувати накази"
settler_is_unconscious,Text,,"<name> непритомний"
settler_trade_bonus,Text,,"Бонус до торгівлі поселенця"
shallow_cut_arm_name,Text,,"Незначний поріз на руці"
shallow_cut_chest_name,Text,,"Незначний поріз на грудях"
shallow_cut_face_name,Text,,"Незначний поріз на обличчі"
shallow_cut_leg_name,Text,,"Незначний поріз на нозі"
shallow_cut_neck_name,Text,,"Незначний поріз на шиї"
shallow_cut_side_name,Text,,"Незначний поріз на боці"
shaman_visitor_1,Text,,"Волхв"
show_full_log,Text,,"Показати повний журнал"
shrink_zone,Text,,"Перетягніть червоний прямокутник над {zone}, щоб видалити частину зони.\nРозділення зони навпіл не створить 2x зон, а випадково обере одну з половин для видалення."
skill_info_AnimalHandling,Text,,"Приручення, годування, дресирування і полювання на тварин."
skill_info_Art,Text,,"Створення творів мистецтва, таких як картини"
skill_info_Botanical,Text,,"Використовується для сівби, вирощування, збору врожаю і збору рослин, трав і фруктів."
skill_info_Carpentry,Text,,"Краще виготовлення дерев'яних предметів, таких як луки."
skill_info_Construction,Text,,"Покращує виготовлення цегли, обробку каменю та загальну швидкість будівництва."
skill_info_Culinary,Text,,"Використовується для приготування їжі та обробки туш."
skill_info_Intelectual,Text,,"Використовується для досліджень, прискорення досліджень."
skill_info_Marksman,Text,,"Краща майстерність із дальньою зброєю (луки, арбалети)."
skill_info_Medicine,Text,,"Використовується для зцілення інших робітників, самозцілення, а також виготовлення спиртних і лікарських засобів."
skill_info_Melee,Text,,"Завдає більше шкоди збройно. Вищі рівні дозволяють використовувати просунуту зброю."
skill_info_Mining,Text,,"Навички, що використовуються для видобутку та копання."
skill_info_None,Text,,"Не потрібні навички для цього типу роботи."
skill_info_Smithing,Text,,"Створює кращу зброю і броню з металу. Швидше виготовляє злитки."
skill_info_Speechcraft,Text,,"Добре вміє торгувати, допомагати та підбадьорювати інших працівників. Розмовні навички допомагають перетворювати ворогів у союзників."
skill_info_Tailoring,Text,,"Краще працює з тканиною та шкірою, створює одяг і шкіряну броню."
skill_level,Text,,"Рівень навичок"
skill_name_AnimalHandling,Text,,"Управління тваринами"
skill_name_Art,Text,,"Мистецтво"
skill_name_Botanical,Text,,"Ботаніка"
skill_name_Carpentry,Text,,"Столярство"
skill_name_Construction,Text,,"Будівництво"
skill_name_Culinary,Text,,"Кулінарія"
skill_name_Intelectual,Text,,"Інтелектуальні"
skill_name_Marksman,Text,,"Стрілець"
skill_name_Medicine,Text,,"Медицина"
skill_name_Melee,Text,,"Ближній бій"
skill_name_Mining,Text,,"Видобуток"
skill_name_None,Text,,"Базові навички"
skill_name_Smithing,Text,,"Ковальство"
skill_name_Speechcraft,Text,,"Риторика"
skill_name_Tailoring,Text,,"Кравецтво"
skill_needed,Text,,"Потрібна навичка"
skill_requirements,Text,,"Вимоги до навичок предмета"
sleep_effector,Text,,"Сон"
sleep_treshold_00,Text,,"Добре відпочив"
sleep_treshold_01,Text,,"Добре відпочив"
sleep_treshold_02,Text,,"Компетентний"
sleep_treshold_03,Text,,"Втомлений"
sleep_treshold_04,Text,,"Виснажений"
sleep_treshold_05,Text,,"Змучений"
social_treshold_02,Text,,"Позбавлений товариства"
social_treshold_03,Text,,"Самотній"
society_of_fellows_archer_easy,Text,,"Лучник"
society_of_fellows_archer_hard,Text,,"Майстер-лучник"
society_of_fellows_archer_medium,Text,,"Досвідчений лучник"
society_of_fellows_basic_easy,Text,,"Грабіжник"
society_of_fellows_basic_hard,Text,,"Безжальний грабіжник"
society_of_fellows_basic_medium,Text,,"Лютим грабіжник"
society_of_fellows_center,Text,,"КЕМБРИДЖ\nНа східних болотах розташований Кембридж, колись римський торговий пункт, тепер осередок навчання, релігії та частих заворушень. Без короля чи архієпископа, який би їх підтримав, вчені часто зазнають нападу з боку незадоволених і недовірливих городян."
society_of_fellows_heavy_easy,Text,,"Головоріз"
society_of_fellows_heavy_hard,Text,,"Смертельний головоріз"
society_of_fellows_heavy_medium,Text,,"Жорстокий головоріз"
society_of_fellows_info,Text,,"Інтелектуали під керівництвом ексцентричного алхіміка Гая Ортолануса, Товариство Феллоузів прагне звести розуміння чуми до її сутності, щоб оволодіти нею. Вони суворі, серйозні та часто сварливі, викорінюють невігластво і релігійні дурниці, де б не зустріли їх."
society_of_fellows_name,Text,,"Товариство Феллоузів"
sow_recomended_time,Text,,"Рекомендований період посіву"
sow_tooltip_TreeStuntedInfo,Text,,"<style=DefaultOrange>саджайте дерева рядками, а не купками, щоб уникнути карликового росту через перенаселення.</style>"
spring_description_1,Text,,"Як земля оживала навесні"
spring_description_2,Text,,"Як відступив холод, віщуючи весну"
spring_description_3,Text,,"Навесні"
spring_description_4,Text,,"При вигляді перших бруньок"
stability_link,Text,,"<LinkAlmanac=""Systemstability"">Стабільність</link>"
start_position,Text,,"Початкова позиція"
starting_conditions,Text,,"Початкові умови"
starting_season,Text,,"Початковий сезон"
stat_disabled,Text,,"Ця характеристика відключена. Її значення не змінюватиметься, і вона не надаватиме поселенцю жодних бонусів чи штрафів"
stat_locked,Text,,"Ця характеристика заблокована. Її значення не змінюватиметься. Проте відповідні бонуси будуть активні."
stat_target,Text,,"Ціль"
statistics_title,Text,,"Статистика"
stats,Text,,"Характеристики"
status_belief_change,Text,,"<agent_name> прийняв нову віру <belief_status>. <previous_belief_status> більше не здавалася достатньо значущою."
status_change_reason,Text,,"Причина: <event>"
status_friend_start,Text,,"<agent_name> тепер вважає <target_name> другом."
status_friend_stop,Text,,"<agent_name> більше не вважає <target_name> другом."
status_rival_start,Text,,"<agent_name> вважає <target_name> суперником."
status_rival_stop,Text,,"<agent_name> заспокоївся і більше не бачить <target_name> як суперника."
steam_workshop_upload_prompt,Text,,"Ця дія завантажить цей елемент у Steam Workshop, ви хочете продовжити?"
stomach_effector,Text,,"Шлунок"
stomach_treshold_01,Text,,"Легка біль у шлунку"
stomach_treshold_02,Text,,"Сильний біль у шлунку"
stomach_treshold_03,Text,,"Блювота"
storage,Text,,"Склад"
storage_full,Text,,"Склад цього об'єкта заповнений"
structure_change_state,Text,,"Поселенець, призначений доглядачем, змінить стан цієї споруди на"
structure_in_water,Text,,"У воді"
structure_info_uninstall,Text,,"Поселенець видалить цю споруду."
structure_info_well,Text,,"Колодязі працюють лише тоді, коли шахта може досягати води на будь-якому рівні під нею."
stunted_yeald_info,Text,,"Знижена кількість врожаю"
summer_description_1,Text,,"На початку літа"
summer_description_2,Text,,"В розпал літа"
summer_description_3,Text,,"Близько найдовшого дня"
summer_description_4,Text,,"У літню спеку"
surender_screen_info,Text,,"Обирайте нападників, яких ви хочете взяти в полон. Чекайте, поки поселенець із завданням тюремника відведе їх до камери. Але поспішайте, вони не чекатимуть вічно."
surender_screen_title,Text,,"Вороги здалися"
system_clothing_attributes_info,Text,,"<style=AlmParagraph>Характеристики одягу\n</style><style=AlmParagraph><sprite=""temperature_min_icon"" index=t> Мінімальна комфортна температура\n</style>- Одяг може змінювати мінімальну комфортну температуру носія, зменшуючи його чутливість до холоду. Наприклад, зимовий одяг дозволяє носію витримувати нижчі температури без негативних наслідків. Наприклад: мінімальна комфортна температура поселенця становить 3°C, але зимовий одяг додає -20°C. Тепер ефективна мінімальна комфортна температура поселенця становить -17°C.\n<style=AlmParagraph>\n<sprite=""temperature_max_icon"" index=t> Максимальна комфортна температура\n</style>- Одяг також може змінювати максимальну комфортну температуру носія. Літній одяг дозволяє витримувати вищі температури без негативних наслідків."
system_clothing_attributes_name,Text,,"Характеристики одягу"
system_cover,Text,,"Ефективність укриття"
system_cover_info,Text,,"<style=AlmParagraph>Ефективність укриття\n</style>- Ефективність укриття вказує, який відсоток вхідних снарядів буде зупинено.\n- Снаряди ігнорують укриття, яке знаходиться на відстані 3 клітинки перед стрільцем. Це означає, що лучники, що стоять за зубцями, будуть захищені, але їхні стріли не зупиняться на зубцях.\n- Майже все надає деякий рівень укриття, від кущів до факелів. Для найкращого пострілу лучникам потрібна чітка, незаблокована лінія зору."
system_decomposition,Text,,"Розкладання та гниття"
system_decomposition_info,Text,,"<style=AlmParagraph>Розкладання та гниття\n</style>\nДеякі ресурси та предмети можуть розкладатися або гнити\nПричини розкладання та гниття:\n- <b>Перебування на відкритому повітрі</b> - Ресурси, що залишаються на дощі або снігу, будуть розкладатися швидше. Захистіть свої запаси, накривши їх дахом.\n- <b>Температура</b> - Ресурси, такі як їжа, швидше розкладатимуться влітку.\n- <b>Тип ґрунту</b> - Не залишайте ресурси на землі. Побудуйте підлогу під вашими зонами зберігання, щоб уповільнити розкладання."
system_effectors_info,Text,,"<style=AlmParagraph>Модифікатори\n</style>- Модифікатори змінюють атрибути, пріоритети, настрій та статистику.\n- Модифікатори можуть активуватися шляхом вживання чогось або носіння.\n- Наприклад: носіння важких обладунків знижує швидкість пересування та шанс ухилення поселенця.\nКожен поселенець може активувати різні модифікатори, залежно від своїх переваг.\n- Наприклад: поселенець з перевагою "Аскет" отримує негативні модифікатори від розкішної їжі, але позитивні від сирої їжі.\n- Список активних модифікаторів можна знайти на вкладці статистики в додатковій панелі вибору поселенців.\n- Список модифікаторів настрою знаходиться на вкладці настрою.\n\n- Поранення також є типом модифікатора, оскільки вони впливають на певні атрибути поселенця. Вони відрізняються від звичайних модифікаторів, оскільки можуть спричиняти кровотечу та мати різний вплив залежно від тяжкості."
system_effectors_name,Text,,"Модифікатори"
system_equipment_quality_info,Text,,"<style=AlmParagraph>Якість предметів\n</style>- Усі предмети, такі як зброя, обладунки та одяг, мають рівень якості.\n- Рівні якості: <b> ненадійний, міцний, хороший, гарний, відмінний і бездоганний</b>.\n- Вищі рівні якості означають, що предмет є більш міцним і має кращі атрибути, наприклад, більшу шкоду або дальність.\nДеякі предмети можуть мати різні модифікатори залежно від їхньої якості.\n- У ваших поселенців є більше шансів створити предмети кращої якості, якщо їх навички в цій галузі вищі.\n- Якщо висококваліфіковані поселенці перебувають у гарному настрої, їхні шанси на створення бездоганного предмета також зростають трохи."
system_equipment_quality_name,Text,,"Якість предметів"
system_fermentation,Text,,"Ферментація"
system_fermentation_info,Text,,"<style=AlmParagraph>Ферментація\n</style> Деякі ресурси, як-от молоко, що згортається, можуть ферментувати при відповідній температурі. Ресурси, що ферментують, перетворюються на нові ресурси після завершення процесу ферментації. Наприклад: молоко, що згортається, перетворюється на сир."
system_higher_ground_info,Text,,"<style=AlmParagraph>Вища позиція\n</style>- Лучник (або інший поселенець з дальньою зброєю) на рівні вище від своєї цілі отримує бонус до точності, дальності та шансу критичного удару. Траєкторія снаряду буде червоною, коли стріляють з вищої позиції.\n- Якщо лучник перебуває на рівні нижче від своєї цілі, він втрачає точність, дальність та шанс критичного удару. Снаряди, випущені з нижчої позиції, мають синю траєкторію."
system_higher_ground_name,Text,,"Вища позиція"
system_room_info,Text,,"<style=AlmParagraph>Типи кімнат\n</style>- Чотири стіни, щонайменше одна двері та дах (або стеля) створюють 'вільну' кімнату. Заповніть цю кімнату меблями та декором, щоб створити інші типи кімнат.\n- Перегляньте легенду типів кімнат у верхньому лівому куті (коли увімкнено накладання кімнат), щоб побачити, що потрібно для кожного типу кімнати та які переваги вона надає."
system_room_name,Text,,"Типи кімнат"
system_stability,Text,,"Стабільність"
system_stability_info,Text,,"<style=AlmParagraph>Стабільність\n</style>\n- Кожна структура має значення стабільності.\n- Значення стабільності визначає, чи можна прикріпити до цієї структури інші структури чи ні.\n- Якщо структура розміщена на землі, вона має значення стабільності <b>4</b>. Кожна наступна прикріплена структура має стабільність на <b>-1</b> менше на кожен наступний рівень.\n- Ви не можете розмістити структуру зі стабільністю <b>0</b>.\n- Значення стабільності не змінюється по вертикалі.\n<style=AlmParagraph>\nБалки\n</style>\n- Розміщуйте балки між двома стінами або ділянками ландшафту. Якщо одна з цих ділянок зруйнується, це також знищить балку та все, що на ній тримається.\n- Максимальна довжина балки становить 10 клітинок.\n- Балка переймає нижче значення стабільності з двох стін/ділянок, до яких вона прикріплена.\n- Стіни, вікна, двері, дахи, зубці та підлога — єдині об'єкти, які можна розмістити на балках."
system_temperature_info,Text,,"<style=AlmParagraph>Температура\n</style><style=AlmParagraph>Зовнішня та Внутрішня Температура\n</style>- Зовнішня температура показується у верхньому правому кутку екрана поруч із часом.\n- Ця температура є глобальною зовнішньою температурою, яка додатково змінюється через вплив сонця, тіні, близькість до джерел тепла тощо.\n- Зовнішня температура залежить від сезону, часу доби та погодних явищ, таких як заморозки чи спекотні хвилі.\n- Ви можете перевірити температуру за допомогою накладки температури на верхній лівій панелі.\n- Для перегляду внутрішньої температури наведіть курсор на кімнату. Її температура відобразиться замість показника зовнішньої температури у верхньому правому кутку. Або виберіть кімнату для отримання цієї інформації.\n- Внутрішня температура залежить від зовнішньої температури, ізоляції кімнати, а також від елементів, що мають тепловий вихід, таких як смолоскипи або багаття.\n<style=AlmParagraph>\nЗберігання прохолоди\n</style>Якщо ви хочете мати прохолоднішу кімнату влітку, ви можете:\n- будувати кімнату під землею.\n- використовувати матеріали з високою ізоляцією, такі як глина.\n- тримати вікна відкритими та гасити всі джерела тепла в кімнаті.\n- Зверніть увагу, що вікна, через які потрапляє сонячне світло, також можуть нагрівати кімнату\n- Зберігати крижані блоки для додаткового охолодження навколишнього простору.\n<style=AlmParagraph>\nЗберігання тепла\n</style>Якщо ви хочете мати теплі кімнати взимку, ви можете:\n- розмістити джерела тепла в кімнатах.\n- закрити всі вікна, щоб зберегти тепло всередині."
system_temperature_name,Text,,"Температура"
system_weapon_attributes_info,Text,,"<style=AlmParagraph><sprite=""damage_icon"" index=t>Урон\n</style>- Урон розраховується на основі кількох факторів: атрибутів атакуючого; базового урону зброї; проникності зброї через броню; та рейтингу і стану броні супротивника.\n- Якщо атакуючий влучає у супротивника без броні, весь урон буде завданий, і HP супротивника знизиться на цю кількість.\n- Якщо атакуючий влучає у супротивника в броні, урон буде залежати від проникності зброї через броню і рівня броні супротивника.\n\n- Формула розрахунку урону:\n\n<style=Desc>(базовий урон зброї * проникність броні) - ((базовий урон зброї * проникність броні) * (відсоток здоров’я броні на той момент * рейтинг броні))</style>\n<style=AlmParagraph>\n<sprite=""critical_strike"" index=t> Критичний Урон\n</style>- Кожна атака має 15% шанс нанести критичний урон, влучивши в голову супротивника.\nКритичний урон множиться на 2x.\n- При нанесенні критичного урону враховується захисне спорядження для голови замість звичайної броні.\n<style=AlmParagraph>\n<sprite=""range_icon"" index=t> Дальність\n</style>- Кількість клітинок, до яких може дістати зброя.\n<style=AlmParagraph>\n<sprite=""precision_icon"" index=t> Точність\n</style>- Шанс зброї влучити у ціль.\n- Це не остаточний шанс зброї влучити у ціль.\n- Шанс влучити залежить від атрибутів атакуючого, падіння точності на відстані, погоди та висоти місцевості.\n<style=AlmParagraph>\nПадіння точності з відстанню\n</style>- Це відсоток, на який падає шанс влучити, коли ціль віддаляється.\n<style=AlmParagraph>\nПроникність броні\n</style>- Це відсоток урону, що пройде крізь броню. Проколювальні види зброї, такі як списи, стріли та болти, мають високу проникність.\n<style=AlmParagraph>\nУрон по броні\n</style>- Це відсоток базового урону, який буде завдано по броні або щиту (або по головному захисту, якщо критичне влучання) Зброя, як молоти, булави та сокири, має високий урон по броні, що робить її ідеальною для супротивників у броні або для руйнування їх щитів\n<style=AlmParagraph>\nУрон по будівлям\n</style>- Відсоток базового урону, який буде завдано будівлям, робочим місцям і меблям. Тупі види зброї та сокири мають високий урон по будівлям. Вони ідеальні для руйнування дверей."
system_weapon_attributes_name,Text,,"Атрибути Зброї"
tame_failed_message,Text,,"Спроба приручення провалилася"
tame_failed_retaliate_message,Text,,"Відплата"
tame_retaliate_info,Text,,"Ймовірність того, що тварина атакує поселенця, який її приручає"
tame_successful_message,Text,,"Спроба приручення вдалася"
tame_try_info,Text,,"Остання спроба приручення"
tame_try_left,Text,,"Спроб приручення залишилося сьогодні"
tame_try_maximum,Text,,"Ця тварина вже мала спробу приручення сьогодні"
tameable,Text,,"Приручувана"
tameable_info,Text,,"Ймовірність успішної спроби приручення (поселенець, що намагається приручити тварину, також впливає на цей шанс)"
taming_skill_level_low,Text,,"Неможливо приручити тварину, недостатній рівень навичок"
temperature_out_of_range,Text,,"Непридатна температура"
tended_wounds_pattern,Text,,"<agent_name> обробив(ла) рани <target_name>"
thermal_emission,Text,,"Тепловий вихід"
thermal_insulation,Text,,"Теплова ізоляція"
third_archer_easy,Text,,"Третій Лучник Повернення"
third_archer_hard,Text,,"Майстер Третій Лучник Повернення"
third_archer_med,Text,,"Адепт Третій Лучник Повернення"
third_basic_easy,Text,,"Третій Грабіжник Повернення"
third_basic_hard,Text,,"Безжалісний Третій Грабіжник Повернення"
third_basic_med,Text,,"Лютій Третій Грабіжник Повернення"
third_heavy_easy,Text,,"Третій Головоріз Повернення"
third_heavy_hard,Text,,"Вбивчий Третій Головоріз Повернення"
third_heavy_med,Text,,"Жорстокий Третій Головоріз Повернення"
topic_belief_1,Text,,"Вчення Галена"
topic_belief_10,Text,,"монархія"
topic_belief_11,Text,,"Пірс Гавестон"
topic_belief_12,Text,,"канібалізм"
topic_belief_13,Text,,"язичники, що вигадують нові ритуали"
topic_belief_2,Text,,"хто насправді розпочав хрестові походи"
topic_belief_3,Text,,"діалектичний метод схоластики"
topic_belief_4,Text,,"ідеї Авіценни про Арістотеля"
topic_belief_5,Text,,"довіра до астрології"
topic_belief_6,Text,,"демони, що спричиняють хвороби"
topic_belief_7,Text,,"чаклунство та зцілення"
topic_belief_8,Text,,"реінтеграція феодалізму"
topic_belief_9,Text,,"ідеал куртуазного кохання"
topic_beliefoakbrethren_1,Text,,"уникнення релігійної індоктринації"
